stop_id,stop_code,stop_name,stop_lat,stop_lon
2254,31920024,"Oleśniczka",51.1466121900,17.2806309000
1460,21011,"Kamienna",51.0849131600,17.0484029500
65,18343,"Mokrzańska",51.1475429900,16.8531224500
3385,110241,"Narodowe Forum Muzyki",51.1078990000,17.0262940000
3070,23313,"Witkowska",51.1476971300,16.9885244600
3686,31922003,"Kiełczów - Sielska Zagroda",51.1237347200,17.1753222500
891,12506,"PILCZYCE",51.1363248900,16.9498929700
2263,26345,"ROD Storczyk",51.0477536300,17.0159136000
813,110015,"Uniwersytet",51.1137545900,17.0322885900
3421,29129,"Psie Pole (Rondo Lotników Polskich)",51.1478260900,17.1148752300
2151,31922001,"Kiełczów - Rzeczna",51.1298594700,17.1747517700
3427,71951012,"Ślęza (ul. Dębowa)",51.0385900000,16.9862840000
708,24107,"C.H. Korona",51.1417828200,17.0932825800
4018,31920027,"Brzezia Łąka-skrzy.Orzechowa",51.1235580000,17.2554250000
134,18102,"Glinianki",51.1381194700,16.9362835200
3020,25122,"Sosnowiecka",51.0709008200,17.0912699400
1161,123006,"OSOBOWICKA (Cmentarz II)",51.1345367600,17.0109551100
2822,10026,"pl. Nowy Targ",51.1104065200,17.0390255800
94,18710,"STABŁOWICKA (Ośrodek zdrowia)",51.1668332600,16.8985987100
3662,31341004,"Łosice - plac zabaw",51.2166976000,17.2038977500
240,10502,"PL. JANA PAWŁA II",51.1117500700,17.0204681500
188,18145,"Złotniki",51.1395055500,16.8916672700
1375,11609,"GRABISZYŃSKA (Cmentarz)",51.0903793300,16.9767377500
1717,31913007,"Januszkowice - Wierzbowa",51.2240190400,17.2384600200
760,29316,"Żmudzka",51.1440083000,17.1409808300
267,17502,"Park Tysiąclecia",51.1087356100,16.9432753000
85,18125,"Ciechocińska",51.1527640000,16.8840550000
710,29102,"Zielna",51.1454497500,17.1079144100
2124,18336,"Krajobrazowa",51.1291202900,16.8404182500
3477,90000004,"BRZEZINA (pętla)",51.2031854000,16.8264570000
19,16524,"Wojszycka",51.0677188700,17.0143228000
4065,18403,"Dworska",51.1436940000,16.9543490000
403,17103,"Wiejska",51.0781745600,16.9641083500
2537,25012,"Głubczycka",51.0800063400,17.0804495800
387,16504,"Os. Przyjaźni",51.0695733800,16.9973643100
654,10706,"Kleczkowska",51.1267139500,17.0276264000
66,90336010,"Wilkszyn - Polna",51.1890493000,16.8661957000
315,11542,"Zaporoska",51.0978994000,17.0146602800
1560,20614,"Paulińska",51.1209713200,17.0350055400
3076,18738,"Wojanowska",51.1538710000,16.8934100000
1046,25145,"Blizanowicka",51.0758844300,17.0927620700
1014,723965,"Bielany - PKP",51.0382056000,16.9753721500
3478,91607008,"GAŁÓW (pętla)",51.1118900000,16.8106290000
3790,18387,"LEŚNICA",51.1447151500,16.8712568500
987,24127,"Kowalska",51.1290113100,17.1136299400
3810,24314,"8 Maja",51.1135437000,17.0910980000
1624,20684,"Słowiańska",51.1240703500,17.0428228900
3344,50000044,"Iwiny - Polna",51.0470300000,17.0820530000
1461,21012,"Kamienna",51.0863024900,17.0468284400
255,12109,"Nowy Dwór",51.1124566500,16.9607992200
44,23541,"POŚWIĘCKA (Ośrodek zdrowia)",51.1564994400,17.0320980700
3710,31453014,"Łozina - Milicka/poczta",51.2333505600,17.1776437000
363,723973,"Bielany - Kościół",51.0400724800,16.9690615300
580,24724,"Miłoszycka",51.1162510000,17.1276090000
827,120670,"Wyszyńskiego",51.1219167500,17.0530296500
4116,80347015,"Jaszkotle",51.0571050000,16.9018410000
3901,11352,"Hallera",51.0867284400,17.0114723100
709,29101,"Zielna",51.1451135500,17.1072601000
1523,20624,"Na Szańcach",51.1194001600,17.0420180500
249,12105,"Wyższa Szkoła Bankowa",51.1142409800,16.9780381500
3370,50000064,"BLIZANOWICE",51.0701100000,17.1572330000
1260,16523,"Przyjaźni",51.0697348700,17.0040088200
2692,723963,"Bielany - Boczna",51.0373768200,16.9681605600
1353,12406,"Bajana",51.1306069200,16.9672487900
2538,25320,"Ziemniaczana",51.0530275200,17.0935232100
1508,10650,"mosty Mieszczańskie",51.1176037300,17.0248939600
1166,23147,"Bałtycka",51.1375866000,17.0306094400
3519,20364,"DWORZEC GŁÓWNY",51.0992241900,17.0341040100
307,11522,"Krucza",51.0934228300,17.0083676000
812,11729,"OPORÓW",51.0839290000,16.9709156700
2722,17301,"Tyrmanda",51.1031001700,16.9455441500
1809,12509,"Rękodzielnicza",51.1370464900,16.9578851800
1196,31341013,"Szczodre - Trzebnicka",51.1903616100,17.1841944200
193,12501,"Park Zachodni",51.1298533300,16.9709380000
2943,12143,"Nowy Dwór (Stacja kolejowa)",51.1198707700,16.9529726300
3723,31453008,"Kępa - skrzy.",51.2412206500,17.1956563800
1478,10606,"Kleczkowska",51.1272838100,17.0275841500
1679,10412,"Dolmed",51.1143586600,17.0026600700
1802,12100,"Strzegomska 56",51.1142978400,16.9846409700
423,25116,"Zagłębiowska",51.0740204200,17.0880132600
3102,21112,"PETRUSEWICZA",51.0923060000,17.0307410000
2174,23156,"Obornicka (Obwodnica)",51.1574756400,17.0094034200
2176,23542,"Poświęcka",51.1560296400,17.0337226900
3895,23733,"pl. Daniłowskiego",51.1383443100,17.0599882600
42,12103,"Dolnośląska Szkoła Wyższa",51.1136238500,16.9905764300
2642,18112,"Stadion Wrocław (Lotnicza)",51.1381089700,16.9426408300
4102,18360,"Grzybowa",51.1589500000,16.8532140000
1026,11322,"EPI",51.0981847300,17.0304730000
1997,111404,"Stalowa",51.0996600000,17.0015920000
1878,26113,"Tunelowa",51.0648777300,17.0654839500
601,24123,"Tczewska",51.1306065700,17.1119496900
890,24525,"Piramowicza",51.1030638600,17.0957370100
1902,24202,"Kochanowskiego",51.1151185900,17.0734512800
2029,120621,"pl. Bema",51.1175088800,17.0421978100
1433,20808,"Grunwaldzka",51.1150209000,17.0677333000
299,11722,"Inżynierska",51.0945401200,16.9919639100
948,11553,"Mielecka",51.0897803900,17.0001582400
3694,32696101,"Wilczyce Wilczycka Stary Młyn",51.1226440600,17.1552602100
1274,24533,"Spółdzielcza",51.1026601700,17.1024250500
1138,12504,"Metalowców",51.1324312000,16.9577751900
1469,25010,"Karwińska",51.0820457700,17.0769832000
3419,29115,"Psie Pole (Rondo Lotników Polskich)",51.1481929100,17.1174114300
2304,29502,"Zakrzowska",51.1516515900,17.1156409200
1383,12402,"DH Astra",51.1279632400,16.9762310900
2307,26116,"ROD Mieczyk",51.0641251200,17.0692762000
1456,18011,"Jeleniogórska",51.1453345700,16.8780290600
1507,23001,"most Osobowicki",51.1331639300,17.0263515200
1565,10250,"Renoma",51.1042904300,17.0299979500
2737,23315,"Góra Kapliczna",51.1512761800,16.9929207400
1246,29518,"Białych Goździków",51.1568032100,17.1009474200
281,11712,"FAT",51.0941263200,16.9783528000
3309,50000056,"STARODWORSKA (ZUW)",51.0712800000,17.1173540000
4134,18746,"Stoszowska",51.1514870000,16.9099300000
3264,20304,"Urząd Wojewódzki",51.1099125400,17.0476905200
753,29131,"KIEŁCZOWSKA (LZN)",51.1465803400,17.1247318700
3054,17316,"Trawowa",51.0972703700,16.9493911900
441,21156,"Gazowa",51.0782827300,17.0688517100
1644,24408,"Tramwajowa",51.1044668200,17.0846699600
1496,11215,"KRZYKI",51.0747356600,17.0070886800
2251,18305,"Krępicka - szkoła",51.1501949100,16.8600396000
2506,29120,"PSIE POLE (Stacja kolejowa)",51.1496402100,17.1196140500
3104,21126,"PETRUSEWICZA",51.0920840000,17.0318030000
4190,31918010,"Kiełczów - Akacjowa",51.1385750000,17.1935270000
1689,25013,"KSIĘŻE MAŁE",51.0776421800,17.0834818600
1086,31918002,"Długołęka - Kościół",51.1730691900,17.1924734100
26,25114,"KSIĘŻE MAŁE",51.0778430800,17.0836356900
980,18519,"Warmińska",51.1467358500,16.9383662400
3200,11616,"OPORÓW",51.0843200000,16.9721860000
3605,30368001,"Długołęka - Wiejska",51.1747704100,17.1772107000
670,23151,"Irysowa",51.1514322000,17.0173848600
222,10519,"POPOWICE (Stacja kolejowa)",51.1260957700,17.0035840400
2116,120623,"Na Szańcach",51.1188242300,17.0420423700
2899,29538,"Pawłowicka",51.1683533300,17.1126890200
3738,31909002,"Siedlec - skrzy. Osiedlowa",51.2339325800,17.1215219600
1746,20820,"PL. GRUNWALDZKI",51.1116227600,17.0599651200
1422,24012,"Gęsia",51.1318919400,17.0877611700
4139,43516,"Pęgowska",51.1962910000,16.9787070000
3927,18503,"Rędzińska (Cmentarz)",51.1491117300,16.9453108400
2540,21030,"GAJ",51.0771603500,17.0399816000
3488,11548,"Rymarska",51.0794780000,16.9923810000
2032,20658,"pl. Bema",51.1173949200,17.0409097100
3637,31920025,"Oleśniczka - skrzy.",51.1494058600,17.2826094300
3735,31371010,"Pasikurowice - Wrocławska (na wys. nr 14)",51.2150184100,17.1106155900
1533,10053,"Opera",51.1056358700,17.0318566200
849,110250,"Renoma",51.1042864100,17.0300933000
4163,92052013,"Brzezina - ul. Chrobrego",51.2015223000,16.8347398000
3247,29543,"Odrodzenia Polski",51.1642934000,17.1262011100
3720,32912001,"Pruszowice",51.1886252800,17.1341788500
3809,26309,"Grota-Roweckiego",51.0506420100,17.0304024400
3460,24146,"Kromera (Czajkowskiego)",51.1355758100,17.0690750500
150,18320,"Szkolna",51.1316081900,16.8481725900
177,17705,"Strachowicka",51.1235147500,16.9190698800
1000,11312,"KRZYKI",51.0743848600,17.0066998900
3549,24729,"Gospodarska",51.1185260000,17.1235890000
876,723971,"Bielany - MAKRO",51.0466739600,16.9703692700
531,25510,"Opatowicka nr 85",51.0952330000,17.1224230000
2262,12158,"ROD Oświata",51.1019507300,16.9728020700
3266,123004,"Serbska (C.K. Agora)",51.1337097500,17.0201518000
3239,24120,"KOWALE",51.1289588800,17.1016547400
43,20923,"PL. GRUNWALDZKI",51.1121887500,17.0633575100
3890,11304,"Hallera",51.0868153700,17.0129105300
689,23523,"Żmigrodzka (Obwodnica)",51.1549670100,17.0291782400
1893,24141,"KROMERA",51.1320221100,17.0656813700
1430,10245,"Grabiszyńska",51.1024208700,17.0136450500
1083,31341003,"Budziwojowice",51.2230897200,17.1879813700
828,120669,"Wyszyńskiego",51.1223244700,17.0519629100
2297,25004,"KRAKOWSKA (Centrum handlowe)",51.0899701900,17.0648925200
1808,20620,"DWORZEC NADODRZE",51.1243923100,17.0340215600
3454,11524,"Krucza (Mielecka)",51.0932560600,17.0024924700
55,29507,"ZAKRZÓW",51.1624766000,17.1251204200
665,23301,"OSOBOWICE",51.1376517300,16.9936403900
2496,2,"Zajezdnia OŁBIN",51.1238394100,17.0410439100
1352,25006,"Armii Krajowej",51.0868913000,17.0693732600
41,12104,"Dolnośląska Szkoła Wyższa",51.1124757900,16.9887106800
4191,17105,"Awicenny (Stacja kolejowa)",51.0914230000,16.9505150000
875,120813,"Reja",51.1128218300,17.0554092900
3939,90094002,"Krępice",51.1540540000,16.8130430000
1044,12508,"Bajana",51.1304830400,16.9669594000
4122,26102,"Buforowa-Rondo",51.0704560800,17.0539575000
3130,18525,"RĘDZIŃSKA",51.1573876700,16.9488763700
1041,11719,"GRABISZYŃSKA (Cmentarz)",51.0899037700,16.9766420300
2858,21171,"Orzechowa",51.0829566500,17.0418044700
546,10111,"GALERIA DOMINIKAŃSKA",51.1074017100,17.0397532200
132,18104,"Grabowa",51.1397849700,16.9222746600
2554,12712,"Kolista",51.1332341200,16.9740393900
1199,31341007,"Szczodre - stawy",51.2044680000,17.2053534500
1819,24102,"KROMERA",51.1316473700,17.0626302400
1282,16519,"Radio i Telewizja",51.0718578200,17.0060188100
1330,10126,"GALERIA DOMINIKAŃSKA",51.1060888000,17.0380072600
2253,31920016,"Brzezia Łąka - cmentarz",51.1225665700,17.2389121900
3596,30098010,"Mirków - Jagiellońska",51.1681290800,17.1645747900
3967,92056004,"Gąsiorów",51.2425877100,16.7411200400
1250,18110,"Wschowska",51.1448632500,16.8818469500
1471,20811,"Katedra",51.1134442000,17.0502179500
3623,30440001,"Borowa - stacja kolejowa",51.1851082600,17.2799828100
2011,11367,"PARK POŁUDNIOWY",51.0724375500,17.0109098700
1386,10652,"Dmowskiego",51.1162438800,17.0247238200
1719,11731,"GRABISZYŃSKA (Cmentarz II)",51.0881142500,16.9756586700
342,26320,"Partynice",51.0608569900,16.9985086200
859,121009,"Prudnicka",51.0891998500,17.0451315000
1531,11651,"Ojca Beyzyma",51.0903690000,16.9933187300
2360,12605,"Modra",51.1368106600,16.9666722700
1740,120820,"PL. GRUNWALDZKI",51.1116205100,17.0600864200
3709,31453015,"Łozina - skrzy.",51.2324397600,17.1752915200
1345,11658,"Aleja Pracy",51.0913845800,16.9867018500
3024,31920013,"Pietrzykowice",51.1233340200,17.2323170500
1822,723956,"Wysoka-Chabrowa",51.0479177100,17.0039897400
1039,21127,"Krynicka",51.0794074100,17.0503490200
3721,31371006,"Siedlec - stacja",51.2345642400,17.1212862900
2357,12604,"PILCZYCKA (Anima)",51.1350960200,16.9691335300
1150,12705,"Modra",51.1377356100,16.9648839000
571,24701,"Monopolowa",51.1153852900,17.1116342900
4012,90094005,"Błonie",51.1586335000,16.7498056900
762,29124,"Gorlicka",51.1438095000,17.1193789900
3832,23012,"KARŁOWICE",51.1340747600,17.0365794700
794,10522,"Dmowskiego",51.1166325900,17.0237171200
790,17506,"Przybyły",51.1088700500,16.9187671100
862,116406,"Braterska",51.0675833100,16.9994387300
2838,90336003,"Pisarzowice - Szkolna",51.2097013000,16.8511683000
900,26325,"Malinowa",51.0669667400,17.0105973600
2115,31922006,"Kiełczówek",51.1194486800,17.1789982800
1473,20810,"Katedra",51.1136256800,17.0521276900
1494,24015,"KOWALE",51.1278141900,17.1021921400
1673,24403,"ZOO",51.1056143300,17.0774178600
2945,16505,"Skarbowców",51.0662541300,16.9893355300
2745,24718,"Wojnów",51.0971220300,17.1640454700
4051,26105,"Malinowskiego",51.0623470000,17.0551880000
3069,23312,"Witkowska",51.1484043200,16.9889220200
2317,31909004,"Tokary - osiedle",51.2307025900,17.1347456300
3683,31453024,"Domaszczyn - skrzy.",51.1889128000,17.1511035600
1052,18531,"Królewiecka",51.1460958400,16.9448838300
3207,227907,"Psary - Parkowa",51.1825528300,17.0402544400
3760,21108,"Działkowa",51.0783962000,17.0342315100
917,24534,"Spółdzielcza",51.1027866300,17.1027174900
3971,92056007,"Białków",51.2149210000,16.7651920000
3036,31910002,"Pasikurowice - n/ż",51.2158836700,17.1174768500
3799,17714,"Jasińskiej",51.1208448000,16.8766394500
818,120616,"DWORZEC NADODRZE",51.1248538300,17.0348736500
3689,31921002,"Raków I",51.1699461100,17.2776362500
2919,21159,"Złotostocka",51.0771464300,17.0603034800
547,10123,"GALERIA DOMINIKAŃSKA",51.1080193600,17.0373825200
1643,24407,"Tramwajowa",51.1043278700,17.0842120400
516,20324,"Świstackiego",51.0995585900,17.0508984700
3797,10551,"DW. ŚWIEBODZKI",51.1084941300,17.0176683400
3556,21161,"Armii Krajowej (Bogedaina)",51.0855263200,17.0662281300
215,12313,"Rysia",51.1285206700,16.9899350800
3581,11363,"Weigla (Szpital)",51.0764489300,17.0176764900
1141,12321,"DH Astra",51.1284218300,16.9756709700
952,10535,"PL. JANA PAWŁA II",51.1122343800,17.0228064700
326,11305,"Orla",51.0800251200,17.0077691200
820,120666,"Słowiańska",51.1236244700,17.0412335800
4126,18739,"Arachidowa",51.1545100000,16.8979700000
728,29509,"ZAKRZÓW",51.1620130600,17.1246816000
702,23554,"Kątowa",51.1564894300,17.0442129900
551,24502,"Hala Stulecia",51.1074278200,17.0726744600
612,24106,"Brücknera",51.1395148500,17.0810791400
3894,21173,"Bardzka",51.0822302500,17.0492639300
3763,11326,"Zaolziańska",51.0977656800,17.0256877100
2954,110221,"Wzgórze Partyzantów",51.1049242300,17.0379534500
1204,31912003,"Dąbrowica",51.2174882700,17.2168247400
2528,21132,"GAJ",51.0771565900,17.0397758700
3604,30368004,"Długołęka - Kasztanowa",51.1772434400,17.1874231200
3600,31341010,"Szczodre - pętla",51.1944852600,17.1827382100
1594,10601,"Pomorska",51.1172674600,17.0318991700
671,23503,"Ostowa",51.1621963400,17.0033669300
143,18311,"Średzka",51.1452856500,16.8663489400
874,20924,"Reja",51.1124187900,17.0570093800
341,16510,"Partynice",51.0615495600,16.9976446200
1906,17120,"POCZTA POLSKA",51.0870806000,16.9489530200
3635,31913011,"Dobroszów Oleśnicki",51.2161177000,17.2288022300
858,125008,"Park Wschodni",51.0851939600,17.0721274500
3741,32911806,"Domaszczyn Wrocławska Skrzyżowanie",51.1879752600,17.1531278000
1609,20813,"Reja",51.1127861300,17.0555646400
555,24516,"Monte Cassino",51.1065541500,17.1044502200
1184,23715,"Czajkowskiego",51.1391643300,17.0651072100
839,110024,"Hala Targowa",51.1126015000,17.0394897500
1480,21019,"Klimasa",51.0800034400,17.0625517600
257,12134,"Zemska",51.1153903100,16.9473666400
924,11374,"Wiśniowa",51.0844577800,17.0256820800
501,11332,"EPI",51.0976473400,17.0290176100
3569,17138,"Bukowskiego",51.0765840000,16.9782130000
2969,11612,"GRABISZYŃSKA (Cmentarz II)",51.0877532300,16.9753058600
857,125007,"Park Wschodni",51.0848852000,17.0722915500
3185,87511,"Strachowice General Aviation",51.1051399303,16.8988271775
4050,25520,"Opatowicka nr 59",51.0951790000,17.1162820000
684,23126,"Kępińska",51.1442056100,17.0308209800
2039,26333,"Parafialna",51.0622635700,17.0312163100
923,11373,"Wiśniowa",51.0832368700,17.0240315000
2177,89535,"Pawłowice",51.1654326600,17.1065903300
1585,20661,"PL. STASZICA",51.1225051400,17.0309683500
2535,25312,"Arabska",51.0514937000,17.0926688200
335,16522,"Wyścigowa",51.0706036600,17.0113651900
3518,21120,"DWORZEC AUTOBUSOWY",51.0971250000,17.0364860000
816,120613,"Paulińska",51.1202896900,17.0354275900
1749,20815,"PL. GRUNWALDZKI",51.1114516500,17.0605291900
2999,18117,"Fieldorfa (Szpital)",51.1444320000,16.9070280000
2665,726952,"Wysoka",51.0460820200,17.0129740100
4087,81950002,"Pietrzykowice-zakład",51.0479510000,16.8816910000
1372,24410,"Chełmońskiego",51.1038835600,17.0907119500
628,23731,"Berenta",51.1355112000,17.0575858200
2106,31453026,"Pruszowice - las",51.1834086600,17.1448986400
3240,24119,"KOWALE",51.1289633300,17.1018384000
901,20341,"DWORCOWA",51.1000558900,17.0391382300
3640,31917019,"Kiełczów - pętla (Plac Jana Pawła)",51.1395649800,17.1790150200
3392,17738,"Samotworska",51.1188100000,16.8477930000
3641,31920008,"Kiełczów - pętla/Wrocławska",51.1394209800,17.1800344300
1092,31919004,"Bielawa",51.1599867800,17.2523457900
514,20334,"DWORCOWA",51.1011492400,17.0400173500
1962,17132,"Wiejska",51.0770027600,16.9641515900
1459,10011,"Oławska",51.1086347800,17.0339872300
3961,92060009,"Zabór Mały",51.2191962700,16.7035156500
3384,10240,"Narodowe Forum Muzyki",51.1081080000,17.0268200000
445,21148,"Transbud",51.0837435500,17.0588417700
2305,29503,"Wallenroda",51.1561601200,17.1204658300
1247,29519,"Białych Goździków",51.1569269900,17.0993175900
3537,20726,"Zakładowa",51.1299880000,17.0387430000
2373,21103,"Borowska",51.0893095800,17.0338960000
1876,26327,"Ożynowa",51.0643969800,17.0094561800
659,23307,"Las Osobowicki",51.1478158900,16.9842128500
3727,31920020,"Brzezia Łąka - skrzy. Główna",51.1231959600,17.2632370800
2776,17516,"Graniczna (Strachowicka)",51.1108012000,16.8985760300
4189,31918011,"Kiełczów - Akacjowa",51.1383660000,17.1933050000
527,25502,"Rakowiecka",51.0972313700,17.0682385200
27,25113,"KSIĘŻE MAŁE",51.0769998000,17.0844074000
3572,20345,"DWORCOWA",51.1002777300,17.0392014900
1356,23009,"Bałtycka",51.1370151400,17.0298151300
2952,18352,"Eluarda",51.1465010000,16.8672910000
144,18314,"TRZMIELOWICKA (Stacja kolejowa)",51.1427507300,16.8625212500
1012,20723,"Damrota",51.1264885400,17.0548761000
3415,29128,"Psie Pole (Rondo Lotników Polskich)",51.1471400000,17.1143630000
205,12512,"Na Ostatnim Groszu",51.1233898900,16.9765406800
494,10373,"pl. Legionów",51.1037340000,17.0227260000
517,120204,"pl. Zgody",51.0998938400,17.0544041000
830,120851,"Prusa",51.1198623800,17.0562503600
279,11713,"Ostrowskiego",51.0952951700,16.9728792200
2905,25316,"Chińska",51.0604299400,17.0832314300
2594,24103,"Grudziądzka",51.1379492700,17.0750620300
154,18324,"Gromadzka",51.1292442500,16.8538707900
1645,21017,"Transbud",51.0836768100,17.0602039000
388,16506,"KLECINA",51.0654071700,16.9874249900
3758,17306,"Stanisławowska (W.K. Formaty)",51.0969461700,16.9468979100
844,20327,"Kościuszki",51.0994126300,17.0451461500
3834,26340,"rondo Św. Ojca Pio",51.0600960000,17.0075130000
2883,120625,"Jedności Narodowej",51.1216700300,17.0437164400
2821,10027,"pl. Nowy Targ",51.1103870600,17.0391595200
1542,10244,"pl. Legionów",51.1043557400,17.0216153800
3974,92056012,"Miękinia - Urząd Gminy",51.1938677600,16.7380649600
3103,21111,"PETRUSEWICZA",51.0918588100,17.0305786900
107,18509,"Kozia",51.1576890900,16.9276646100
2036,26303,"Wojszyce",51.0653971400,17.0322254200
1776,18364,"Mokrzańska",51.1492093400,16.8546678400
1373,24203,"Chopina",51.1167369100,17.0816246200
715,29531,"Przedwiośnie (Stacja kolejowa)",51.1602487800,17.1210092900
577,24521,"Libelta",51.1094591600,17.1084175700
2868,20729,"Mosty Warszawskie",51.1286346300,17.0560976100
1791,17311,"MIŃSKA (Rondo Rotm. Pileckiego)",51.1053093900,16.9489282600
1318,23146,"Bezpieczna",51.1413600100,17.0263762300
2330,21138,"GAJ - pętla",51.0767818400,17.0509904200
1633,11208,"Sztabowa",51.0881975400,17.0141845400
2853,80362012,"SAMOTWÓR-PAŁAC",51.1029664400,16.8312571600
1632,11207,"Sztabowa",51.0887388500,17.0146551500
1554,20203,"pl. Zgody",51.1006037100,17.0533173300
1871,120610,"DWORZEC NADODRZE",51.1243388500,17.0351198500
1419,10031,"GALERIA DOMINIKAŃSKA",51.1076112400,17.0396368400
467,25303,"Topolowa",51.0695955700,17.0801135800
1754,18731,"Małomicka",51.1666983700,16.8875611400
1498,25014,"KSIĘŻE MAŁE",51.0772781900,17.0840056000
3431,227901,"PSARY",51.1844221500,17.0284019700
3217,12732,"KOZANÓW (Dokerska)",51.1413776200,16.9638668800
108,18510,"Kozia",51.1575170200,16.9266805100
3627,31480005,"Borowa - skrz.",51.1957667100,17.2800933000
362,723972,"Bielany - MAKRO",51.0456513900,16.9697022700
436,25111,"Karwińska",51.0812736800,17.0767333800
1510,12204,"Małopanewska",51.1236660200,16.9877389400
1448,11212,"Jastrzębia",51.0836803300,17.0102912500
1429,10246,"Grabiszyńska",51.1020988200,17.0124409500
1618,11035,"Sanocka",51.0932815900,17.0302326400
3932,18529,"Królewiecka (Park)",51.1489517100,16.9304072100
3570,17137,"Bukowskiego",51.0767220000,16.9778300000
1803,29118,"Bierutowska 75",51.1557581400,17.1399840800
1364,23013,"Broniewskiego",51.1353940300,17.0364704500
3729,32627602,"Brzezia Łąka Główna",51.1225425200,17.2649686200
3480,90336006,"Pisarzowice - Odrzańska",51.2052389000,16.8525611000
2033,20657,"pl. Bema",51.1170872500,17.0432679700
3624,30440002,"Borowa - stacja kolejowa",51.1854448500,17.2801659700
3544,23561,"Waniliowa",51.1783470000,16.9999720000
303,11514,"Grochowa",51.0971763900,17.0040351300
3045,29553,"Przebiśniegowa",51.1729953000,17.1135440100
2882,20313,"pl. Wróblewskiego",51.1060485300,17.0463805200
104,18715,"JANÓWEK (WOŚ)",51.1917211000,16.9063005900
1151,11706,"FAT",51.0946277100,16.9812620600
239,10504,"Młodych Techników",51.1125973900,17.0121382000
4041,10247,"Kolejowa",51.1032700000,17.0170090000
4177,91048863,"Brzezinka Średzka - ul. Parkowa ",51.2161980000,16.8251340000
1045,12507,"Bajana",51.1311920500,16.9657363200
1236,20301,"Urząd Wojewódzki",51.1085221900,17.0502200000
3821,23011,"KARŁOWICE",51.1342531700,17.0371479900
496,11323,"Zielińskiego",51.0985220000,17.0205051500
1179,120805,"Piastowska",51.1157847500,17.0601889900
4032,17739,"Kaczorowskiego",51.1270430000,16.8801210000
2798,17730,"Żernicka (Stacja kolejowa)",51.1269802100,16.9138502600
364,723974,"Bielany - Kościół",51.0405756600,16.9693857500
446,21147,"Transbud",51.0835254100,17.0597123500
1418,10021,"GALERIA DOMINIKAŃSKA",51.1085289400,17.0387010800
625,23702,"Berenta",51.1355033400,17.0564686600
2947,16723,"Kościelna",51.0628624200,16.9834090000
650,23114,"Różanka",51.1393994100,17.0211160300
54,29536,"Malwowa",51.1669278700,17.1099854200
2295,11204,"Wielka",51.0937447000,17.0207507700
3548,24730,"Gospodarska",51.1181430000,17.1240820000
2152,31922002,"Kiełczów - Rzeczna",51.1293948600,17.1746117700
3295,50395001,"Iwiny (Rondo)",51.0452000000,17.0608970000
3661,32617902,"Michałowice Skrzyżowanie",51.2359550300,17.2198430900
2280,31917002,"Wilczyce",51.1330209100,17.1428825800
1525,12202,"Niedźwiedzia",51.1212930400,16.9936183400
2568,18402,"STADION WROCŁAW (Królewiecka)",51.1435004200,16.9503300900
761,29315,"Żmudzka",51.1446806500,17.1409566500
2697,723976,"Bielany - Kwiatowa",51.0333900900,16.9665450000
178,17706,"Strachowicka",51.1236751000,16.9168737800
1602,20852,"Prusa",51.1194764100,17.0574045500
2726,10405,"pl. Strzegomski (Muzeum Współczesne)",51.1131478500,17.0069625800
4047,17727,"Jerzmanowo (Cmentarz I)",51.1246140000,16.8863610000
2355,12601,"Kolista",51.1330014600,16.9728653000
1491,20264,"Kościuszki",51.1002161400,17.0454389000
791,18357,"Mokra",51.1714601300,16.8377438800
3768,10544,"Robotnicza",51.1091136500,17.0089554400
308,11521,"Krucza",51.0935887800,17.0099333100
64,18344,"Mokrzańska",51.1473094900,16.8541876400
1408,11659,"FAT",51.0942408000,16.9803286000
1807,20619,"DWORZEC NADODRZE",51.1243152200,17.0339979800
638,23121,"Broniewskiego",51.1363434500,17.0366867900
1143,12301,"Niedźwiedzia",51.1216977200,16.9933435700
1428,20804,"Górnickiego",51.1163345900,17.0558727900
3601,31341011,"Szczodre - pętla",51.1945124200,17.1828914400
3487,11547,"Rymarska",51.0793500000,16.9916410000
2132,21025,"Krynicka",51.0796893700,17.0505028800
1229,25110,"Armii Krajowej",51.0878336400,17.0683065300
216,12312,"Popowice",51.1260430400,16.9966930700
3919,24703,"Kolumba",51.1141998300,17.1161854900
1629,24208,"Stadion Olimpijski",51.1170499000,17.0900227400
3695,32696503,"Wilczyce Wilczycka Clarena",51.1157897700,17.1712915800
3265,23103,"Serbska (C.K. Agora)",51.1338962000,17.0196455000
214,12314,"Rysia",51.1279101700,16.9905910900
450,21134,"Świeradowska",51.0770466400,17.0462375200
2820,10269,"Arkady (Capitol)",51.1012407300,17.0297595300
863,116408,"Sąsiedzka",51.0667271900,16.9944933100
499,10376,"Piłsudskiego",51.1020379200,17.0253017800
1313,120627,"Nowowiejska",51.1243586600,17.0450289200
2372,21141,"Borowska",51.0879368200,17.0360526600
1410,11605,"FAT",51.0947666500,16.9807672900
3966,92056003,"Gąsiorów",51.2425518700,16.7406247000
3858,21032,"Hubska (Dawida)",51.0935770000,17.0427790000
2934,31920007,"Kiełczów - Mleczna",51.1402019600,17.1780840400
3803,17707,"Jerzmanowska nr 9",51.1260826600,16.9098917700
1309,12529,"Na Ostatnim Groszu",51.1225531600,16.9748399600
3893,21174,"Bardzka",51.0832163600,17.0480013100
3602,31341015,"Długołęka - Parkowa/skrzy.",51.1795100300,17.1903906100
